2026-05-17 21:01:07 [INFO] Logging initialized: E:\TorBox_Manager\TorBox_Manager_Log.txt
2026-05-17 21:01:07 [INFO] TorBox Manager EchoStorm Edition v0.4.0 starting
2026-05-17 21:19:11 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:19:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:19:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:19:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:19:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:19:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:19:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:19:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:20:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:20:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:20:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:20:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:20:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:20:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:20:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:20:42 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:20:42 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:20:42 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:20:42 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:20:43 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:21:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:21:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:21:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:21:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:21:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:21:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:21:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:21:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:21:41 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:21:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:21:41 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:21:42 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:22:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:22:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:22:11 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:22:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:22:11 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:22:12 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:22:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:22:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:22:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:22:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:22:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:22:46 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:23:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:23:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:23:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:23:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:23:15 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:23:16 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:23:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:23:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:23:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:23:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:23:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:23:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:24:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:24:09 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:24:09 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:24:09 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:24:09 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:24:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:24:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:24:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:24:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:24:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:24:45 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:24:49 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:25:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:25:12 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:25:12 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:25:12 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:25:12 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:25:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:25:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:25:39 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:25:39 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:25:39 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:25:39 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:25:40 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:26:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:26:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:26:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:26:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:26:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:26:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:26:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:26:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:26:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:26:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:26:45 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:26:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:27:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:27:09 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:27:09 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:27:09 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:27:09 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:27:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:27:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:27:40 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:27:40 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:27:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:27:41 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:27:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:28:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:28:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:28:11 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:28:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:28:11 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:28:12 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:28:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:28:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:28:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:28:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:28:45 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:28:46 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:29:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:29:09 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:29:09 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:29:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:29:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:29:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:29:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:29:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:29:41 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:29:42 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:29:42 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:29:42 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:30:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:30:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:30:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:30:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:30:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:30:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:30:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:30:40 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:30:40 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:30:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:30:41 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:30:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:31:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:31:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:31:11 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:31:12 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:31:12 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:31:13 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:31:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:31:42 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:31:42 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:31:43 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:31:43 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:31:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:32:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:32:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:32:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:32:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:32:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:32:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:32:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:32:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:32:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:32:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:32:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:32:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:33:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:33:09 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:33:09 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:33:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:33:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:33:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:33:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:33:39 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:33:39 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:33:40 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:33:40 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:33:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:34:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:34:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:34:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:34:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:34:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:34:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:34:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:34:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:34:41 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:34:42 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:34:42 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:34:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:35:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:35:09 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:35:09 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:35:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:35:11 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:35:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:35:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:35:39 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:35:39 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:35:39 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:35:39 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:35:40 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:36:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:36:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:36:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:36:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:36:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:36:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:36:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:36:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:36:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:36:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:36:45 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:36:46 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:37:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:37:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:37:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:37:16 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:37:16 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:37:16 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:37:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:37:39 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:37:39 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:37:40 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:37:40 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:37:40 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:38:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:38:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:38:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:38:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:38:11 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:38:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:38:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:38:39 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:38:39 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:38:40 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:38:40 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:38:40 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:39:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:39:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:39:11 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:39:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:39:11 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
